"OMSTenantId","OrganizationName","Country","StorageTB","LicensesEnabled","LicensesAcquired","ODBSites","SignalCount","IsODBFarm","IsSPOHeavy","IsNonEDU","IsOverProvisioned","HasNoEduFlag","IsIndustryMismatch"
"5704f9de-c341-49a5-acaf-0b97fd0c0bb0","VIEN DAO TAO QUOC TE-SM00396/FCI","Vietnam","98.32812780980566","10","10","12","2","False","False","True","False","False","True"
"208fe146-3627-409c-b4ba-27e0877e37e5","APAXLEADERS.EDU.VN","Vietnam","97.90579904074548","24","3010000","17793","2","True","False","False","False","False","True"
"642982c0-f7d5-4a6c-8a40-e78bc19c57a8","SCHOOL DISTRICT OF CLAY COUNTY, FL","United States","95.00085237061012","2","1000500","1","3","False","True","False","True","False","True"
"f1f4be86-d048-47e8-aa26-15b01dcdb13d","UNIVERSITY OF NEBRASKA AT OMAHA","United States","93.31629650749164","0","0","37720","3","True","False","False","False","True","True"
"3a8021b4-bce3-419f-b654-abac04781c91","???????????????","China","93.03904354275164","1","1","1","3","False","True","False","False","True","True"
"714dfb93-dd90-4546-ad66-f1c07560c208","FEIWU UNIVERSITY","Hong Kong SAR","92.13077804995373","3","110000","2","3","False","True","True","False","False","True"
"9c55f176-72d3-414a-8a27-6fdafbf88210","CC.KYUSHU-U.AC.JP","Japan","88.39317932000449","12","15000","11","2","False","True","False","False","False","True"
"a57a9c98-0aa4-4637-bde6-f0d9d0a6a3cc","SANSKRITI SCHOOL PUNE","India","87.69952612448833","6","1000","7245","3","True","True","False","False","False","True"
"bad7cdce-d357-4350-90fe-91b883c6fa08","BPNS.AC.TH","Thailand","86.05767006819406","9","1000000","9","0","False","False","False","False","False","False"
"ebbd28be-872f-402c-a7a7-ed267b907a67","MICROSOFT 365","Hong Kong SAR","86.03256204762056","6","25","6","2","False","False","False","False","True","True"
"f4554801-0926-4737-a750-f3326059f437","PLCSCOTCH","Australia","85.41380469028809","6","7500","7820","2","True","False","False","False","False","True"
"d2f6ffdf-fdd0-4b18-bb1e-8fc36e080dc0","??????????????????","Taiwan","84.50063019515801","25","3000001","75","1","False","False","False","False","False","True"
"0d6af5ac-0fb6-4ee6-8c14-f5a9ee8fe560","ARASAKA LIMITED","Hong Kong SAR","79.8701025657283","3","3001000","3","4","False","True","True","True","False","True"
"c2731c24-f1bc-4c56-a8f1-eee88fb44173","COLEGIO FEDERADO DE INGENIEROS Y DE ARQUITECTOS","Costa Rica","78.72450974024468","35","1001020","2272","2","True","False","False","False","False","True"
"da06f2da-bd13-4d19-9d68-007f82dad494","ICPESCAGLIA","United States","77.22910707080155","32","1000","26","2","False","False","True","False","False","True"
"10f4e3b4-08e4-4bb4-8c33-47efb0d38c5f","TRUNG H???C C?? S??? XU??N PH????NG H?? N???I","Vietnam","76.46083309189635","47","1000","47","2","False","False","True","False","False","True"
"860a37a8-2c81-4952-8ed0-992ac51e2bdf","TORONTO METROPOLITAN UNIVERSITY (RU)","Canada","75.71000079121131","3","1500002","57043","3","True","False","False","True","False","True"
"9c25d6d6-5db4-46ea-b9ee-daace9599fab","COLEGIO PADRE DEHON","Spain","74.98404053049853","25","505003","26","1","False","False","False","False","False","True"
"bf0b29a2-5e5c-4aaa-ba4d-ac988df15ea6","BLACKBOARD","United States","71.24644846997307","3","1000095","6538","3","True","False","False","True","False","True"
"d62bf962-1f38-4773-9b41-fbf6ada6e81e","TROMS OG FINNMARK FYLKESKOMMUNE","Norway","69.79997404960159","8","10801","13001","3","True","False","True","False","False","True"
"aad2c3c5-1dc5-418f-8f9e-2aa90a0f3235","??????????????????????????????","Japan","69.1948368206331","29","94","27","2","False","True","False","False","False","True"
"a8b0ab47-6217-4958-a2f9-8f7ac9f6179f","NUN.EDU.CN","Israel","67.7435205959764","39","1500000","32","0","False","False","False","False","False","False"
"2babb858-2613-46f5-b25a-ce6abde82a47","SPARK","Korea","66.83269057780308","13","3000000","15","1","False","False","False","False","False","True"
"d2739815-e9b3-449d-91b7-1c760e1cf263","SABIS","United Arab Emirates","66.43890605916476","13","2000000","9","2","False","True","False","False","False","True"
"5637f60c-b261-4867-b4de-7138fd54680d","SOLUCIONES MARVA","Mexico","66.36369598932288","21","3000000","19","3","False","True","True","False","False","True"
"60ea43bb-aa4c-4d94-b53d-6acae6263f33","UNIVERSIT??T WIEN","Austria","66.07112005479576","8","150000","42748","2","True","False","False","False","False","True"
"7f96ca57-92f4-4184-8505-6bc9e0adc514","EODP","Guatemala","65.72569590181047","15","40003","15","2","False","True","False","False","False","True"
"37e424e5-0068-41d9-99e9-e2df4fdbdd87","????????????????????????","Korea","65.43969633316647","38","10000","62","1","False","False","False","False","False","True"
"f89e5cac-4d1f-41bc-add5-2c2e38fccfd8","????????????","China","64.94772779325922","2","40000","11999","2","True","False","False","False","False","True"
"45c33f36-8411-413c-819d-59814d196e16","UNIVERSIT??T DUISBURG-ESSEN","Germany","63.32268881417531","1","1500002","33258","3","True","False","False","True","False","True"
"6a098da9-59d5-47e0-9d28-d3c87917c991","ALHEDAYA","Kuwait","61.427386874706826","43","1000031","48","2","False","True","False","False","False","True"
"0770d988-3754-4b16-b8bb-0d34207c537b","UNIVERSITY OF THE SUNSHINE COAST","Australia","57.391724643672205","11","0","59328","2","True","False","False","False","False","True"
"362fdc46-ea24-4615-a76a-c0ed1d232cb0","AJOU UNIVERSITY","Korea","57.347610065119625","48","4500000","33332","2","True","False","False","False","False","True"
"78098a95-44c8-46e9-9369-4520365e0c99","CITY-IWATA.ED.JP","Japan","57.01031517572301","0","28727","8","2","False","True","False","False","False","True"
"6c41ca67-80a4-4df4-ab1f-a07300931f9f","UNIVERSITY OF NEBRASKA AT KEARNEY","United States","56.35221308248401","0","0","11637","3","True","False","False","False","True","True"
"a13e1e56-894f-4630-8e8f-e8b46617ea67","CHALMERS STUDENTS","Sweden","54.81418106370984","0","3000000","20576","3","True","False","False","True","False","True"
"4791f110-4cf5-4a15-b611-bce62907a589","CENTRUM EDUKACJI I WSPARCIA RES-GEST","Poland","53.11019802933606","14","300","15","2","False","False","False","False","True","True"
"885c5a8b-2ee9-4f9d-a15d-08be2aa922e0","ESCORTS LIMITED","India","52.957392233843166","49","50","2640","3","True","False","False","False","True","True"
"4022967e-b91a-4788-9fb7-2735468ee25e","????????????????????????","Korea","52.33204597415261","36","505000","2910","2","True","False","False","False","False","True"
"36205091-83dc-4aae-89df-48da311eed8f","PIGEON FORGE EDUCATION","United States","51.95264666127241","13","4000000","6","2","False","False","True","False","False","True"
"0ba2d8b8-f0e1-490f-a49f-e39f29614699","TECVIRTUAL","Mexico","51.789072979648154","23","64228","6","2","False","True","False","False","False","True"
"4aedc1cd-ab7e-4bec-ab31-effd65818274","MISSIONARY TRAINING CENTER","United States","51.78735772577329","15","2500000","309","4","True","True","True","False","False","True"
"d0e0f9bc-5e32-4e07-97bf-e46a3db0122d","INDIGOLEARN EDU TECH PRIVATE LIMITED","India","50.417523223422904","13","13","17","2","False","False","False","False","True","True"
"a8dd8337-1f9a-4dd3-a199-b2c0371531e9","?????????????????????","Taiwan","49.583707395514466","2","3000","1","2","False","True","False","False","False","True"
"f490337a-206c-48d8-90b6-de6ca84fcebb","UNIVERSITY CANADA WEST","Canada","49.45881243777421","27","22000","26","2","False","True","False","False","False","True"
"c9a341c7-4b6f-4e56-b8d9-f2325c282fda","MBRU","United Arab Emirates","48.27692070046305","9","10000","2010","2","True","False","False","False","False","True"
"2cb5e0ef-04b5-4cc6-a190-8d26110a77fa","HIGHER COLLEGE OF TECHNOLOGY MUSCAT","Oman","47.44916780922631","10","280000","19464","2","True","False","False","False","False","True"
"ccc4fcf3-2653-4419-a680-1e6a013ca9bc","VZD??L??VAC?? A KULTURN?? CENTRUM JIND??ICH??V HRADEC, P. O.","Czechia","46.98669437218996","42","3000000","41","2","False","True","False","False","False","True"
"04aa6ca8-a0ff-45f8-84cc-e47945909414","CAPE YORK GIRL ACADEMY","Australia","46.93319725387755","46","3000000","49","2","False","True","False","False","False","True"
"06b63d62-9374-4d41-a269-4971ff69c4c7","PROKARMA SOFTECH PRIVATE LIMITED","India","46.513973848521346","0","0","5795","3","True","False","False","False","True","True"
"83d334bb-8f10-49b1-8720-1e36237185f8","GEMEINSCHAFTSSCHULE ""AM URBACH""","Germany","46.327069544048754","34","19999996","23","1","False","False","False","False","False","True"
"a9dc94d2-de0e-4391-b67d-c1d3610de333","????????????????????????","China","44.364645781945","38","3000000","17","1","False","False","False","False","False","True"
"8bd33b80-920c-412d-9c33-9903f8fbaac4","PINTAR COLLEGE","Malaysia","43.630202549740716","26","3000000","17","1","False","False","False","False","False","True"
"55682dc2-2df1-4d39-8853-df10283e9cbe","??????????????????????????????","Hong Kong SAR","42.77057673433046","5","3000000","4","4","False","True","True","True","False","True"
"7c36a78e-1602-438c-8e81-1e13ed494a5d","AUSTRALIAN CATHOLIC UNIVERSITY","Australia","42.728294855546665","12","1500020","113748","2","True","False","False","False","False","True"
"a38ff870-9c86-43df-9e6b-6b01f206a398","CAMPUS MANAGEMENT CORP.","United States","42.41442903146799","2","11","2408","3","True","False","False","False","True","True"
"b835d8a2-6ccb-482f-8b4d-d3e390943c4b","?????????????????????????????????","Taiwan","41.04894903798777","47","3000000","5809","3","True","False","True","False","False","True"
"3a4b14f2-5c0f-4e19-b42e-9e50b83ca2e4","????????????","China","40.194206150755235","15","1000","11","0","False","False","False","False","False","False"
"c13630b1-9f79-4997-bd4a-64e9cc3a2d7a","RUTY","New Zealand","39.35727767104527","41","1500003","38","2","False","False","True","False","False","True"
"ccff6f4b-9ae0-4061-96f4-978e3be38af8","HOCHSCHULE BONN-RHEIN-SIEG","Germany","38.89414540578764","47","1500000","9240","2","True","False","False","False","False","True"
"93bf3492-1e7c-49fc-a383-23bce38849fe","TOKYOUO","Japan","38.72860854639657","12","1005000","8","1","False","False","False","False","False","True"
"8e673338-6dd4-478f-afed-bd793ecb0db9","NANJING NO. 1","China","37.82180695900661","42","16000000","43","1","False","False","False","False","False","True"
"f37a2a2d-a0b8-4c3d-99aa-f026eb3cf232","????????????","China","37.593560881611666","11","3000000","11","2","False","False","True","False","False","True"
"6a2a8e65-a09b-4e28-a735-bbaa5546f25f","GOBIERNO DEL ESTADO DE TAMAULIPAS","Mexico","37.50271616835835","10","500","8486","3","True","False","True","False","False","True"
"41b7e1cc-c26a-403d-bcb4-5fa740113883","FHAFM","Hong Kong SAR","37.24529961990993","2","1000","2","1","False","True","False","False","False","False"
"397f1623-59de-4afa-bbe8-32785d96a30c","TUMLPL","Germany","37.19508238213075","34","42","40","1","False","False","False","False","False","True"
"56850ff7-97ef-4b3c-b730-9a2eddf3b449","ARY COMPUTERS","Israel","37.18004037211813","17","33","20","2","False","False","True","False","False","True"
"fce60a39-95da-46e8-a102-7f04300ea34d","HIMAWARIGAKUEN","Japan","36.934322046296074","16","221","13","1","False","False","False","False","False","True"
"8148fb66-6664-4ffc-bccb-926114eb66f6","EMPV","Brazil","36.928016930931335","8","4000000","6","2","False","False","False","True","False","True"
"4765fd4e-69a8-4a07-9cb7-ecee86bd3a43","CORK INSTITUTE OF TECHNOLOGY","Ireland","36.24443993800378","4","4956","1094","2","True","False","False","False","False","True"
"b7dc318e-8abb-4c84-9a6a-3ae9fff0999f","PURDUE UNIVERSITY FORT WAYNE","United States","35.7957282637326","6","67000","13974","2","True","False","False","False","False","True"
"331bfb7a-ca51-46c3-aea8-743fb8c7e1e5","???????????????","Korea","35.49532997386086","39","3000000","18","2","False","True","False","False","False","True"
"c3638853-f667-413b-a347-ea082b228794","ENTERPRISE TRAINING SCHOOL","United States","35.174524074199326","15","2008","14","2","False","False","True","False","False","True"
"26b80eec-2a01-434c-a595-3d83536f7761","ORG","Vietnam","34.331692072415535","10","3000001","44","2","False","True","False","False","False","True"
"1fc69742-0943-4e70-83d6-310998ea7a02","VICTORIA POLICE PDC ACADEMY","Australia","34.13539497319198","23","1000050","86","3","False","True","True","False","False","True"
"0dfe804d-8fc2-427e-9765-24619968462c","MPS INTERACTIVE SYSTEMS LIMITED","India","32.84626737258532","5","5","467","3","True","False","False","False","True","True"
"4e4ef066-6cf5-464b-9b2f-3e60798312d3","STARTUM CFA","France","32.65965775381119","25","13","11619","2","True","False","False","False","False","True"
"992b7d3d-faff-49f6-a25b-93ff14326b4c","SON LA COLLEGE","Vietnam","32.21956238366056","38","3000025","34","2","False","True","False","False","False","True"
"0e5746e4-ca75-4c4f-a852-784ebc809db5","PRO STAR","Hong Kong SAR","31.869166985960874","48","0","45","2","False","False","True","False","False","True"
"692e4de7-de59-482d-8007-e5fcef6c8a8c","LINUX TEAM VIET NAM","Vietnam","31.221406575647052","26","5025","28","2","False","False","True","False","False","True"
"c4989b76-19fa-40cd-b82c-f9252155303e","SHU","China","30.946118522961115","5","10000","5","3","False","True","True","False","False","True"
"208bdc70-12bd-46c9-98ff-96880336b4b7","OPPLAND FYLKESKOMMUNE","Norway","30.852181914565335","1","35000","10211","2","True","False","False","False","False","True"
"1be83a1c-54f3-4050-bd90-3865db4cbe99","ESCUELA CIELO AZUL","Spain","29.489835020823193","10","69","7","1","False","False","False","False","False","True"
"f4094f3e-7d79-4c44-be7f-a64027102195","MOOS ELEMENTARY SCHOOL","United States","29.308012988552946","1","22001000","9","3","False","False","True","True","False","True"
"99343ce0-5a96-4be3-835a-b2c290ed8bef","OYEREN IKT","Norway","29.21994151252329","0","1000","8457","2","True","False","False","False","False","True"
"8730c6f9-2fca-410f-908e-1c23ae000580","????????????????????????????????????","China","29.214313449489055","25","5200000","25","2","False","False","True","False","False","True"
"571aa7c2-163d-4fbf-96b9-f626c479b7f8","M365 RWTH AACHEN UNIVERSITY","Germany","29.14536288056297","13","1050400","52","2","False","True","False","False","False","True"
"1b6e5f20-7d8e-4c84-a266-9cbe79522b75","HEDMARK FYLKESKOMMUNE","Norway","28.626077163651644","2","3000000","9509","4","True","False","True","True","False","True"
"b45687f9-3ba6-4b89-9c4c-872ee522de40","????????????","Japan","28.39343872743575","2","1500000","7747","3","True","False","False","True","False","True"
"4e04c824-6e66-4cec-bff6-c09ec2c647a2","ISTITUTOLAVAGNO","Germany","28.311507004156738","15","21000","10","2","False","False","True","False","False","True"
"83d3fb5e-f0a4-4e26-a709-7d60af78efd7","7Z0Z1","Hong Kong SAR","27.806941191855003","13","1000","7","1","False","True","False","False","False","False"
"b660c3fc-820b-452c-91fa-83801a4dbe17","CS.TKU.EDU.TW","Taiwan","27.74867790515418","19","500000","9","1","False","True","False","False","False","False"
"9dff67f5-ccbf-47ee-8978-6619d5b7320e","M2 CONSULTOR??A ESPECIALIZADA","Peru","27.539928431550834","13","3200000","12","2","False","False","True","False","False","True"
"1addb028-5a03-4736-974b-adcb4825d1d0","MICROSOFT 365","Hong Kong SAR","27.506015608517373","21","0","19","2","False","False","False","False","True","True"
"62a47b6e-483a-4379-bcd2-e802393c76d4","ARASAKA PLUS","Taiwan","27.26229399339536","18","3000000","11","3","False","True","True","False","False","True"
"690a6f0a-bbfe-4c05-b94e-23c8830fd12e","CARILLION PLC","United Kingdom","27.115827142163653","8","52","14275","3","True","False","False","False","True","True"
"0937a2ae-0b00-4fbc-92a6-82e65b3644fb","HURSTHEAD JUNIOR SCHOOL","United Kingdom","27.061970013264727","12","3000000","10","1","False","False","False","False","False","True"
"814848ae-8265-4db3-a42c-cbe6c7910bf0","MORESHET","Israel","26.724194502932733","15","15","23","2","False","False","True","False","False","True"
"82130172-ff2b-4151-9f58-b0e03e787306","WBVCS","Hong Kong SAR","26.66680024506877","5","1000","5","1","False","True","False","False","False","False"
"498dc482-d953-409a-a31c-9851076d5e8d","????????????","China","26.59344743616475","34","1500000","34","2","False","True","False","False","False","True"
"af76abcd-ea14-4dc1-9fec-124a082c678a","DELISHIA LANGLUAG SCHOOL","Hong Kong SAR","26.507987270779267","6","1000","6","3","False","True","True","False","False","True"
"50a227e3-95e3-40c6-b50b-454363abed9e","LEARN IT , INC","United States","26.455527640126093","42","147","232","2","False","False","False","False","True","True"
"6259d585-3c94-4497-9811-67d337f7370e","RED PIMIENTO","Netherlands","26.42701499202485","34","33","59","3","False","True","False","False","True","True"
"09317b38-bce4-4416-9908-5338d64c9abd","ODIN TECHNOLOGIES","United States","25.934322272060854","41","1000","40","0","False","False","False","False","False","False"
"94feffd6-244d-49c5-9ad1-49d621b8ca26","POLYU","Hong Kong SAR","25.6697984127577","25","0","25","2","False","False","False","False","True","True"
"c15ab937-0f87-4f20-ae5c-2094fc387992","THCS SONG RAY","Vietnam","25.449892092065966","6","18998","2","2","False","True","False","False","False","True"
"0738cfff-c8b4-450c-a392-efebbe6e2745","OAT - HEAD OFFICE","United Kingdom","25.420007918689407","6","3000000","7","3","False","True","False","True","False","True"
"75d7bf82-9b35-4eb2-bed6-750e7938a7c6","KYBERINT","Vietnam","25.15233819464902","18","500000","19","1","False","True","False","False","False","False"
"e7d65d19-ab28-42a1-be25-a9c0a1baf474","???????????????????????????????????? - XIAMEN NAMED NETWORK TECHNOLOGY CO., LTD.","China","25.080138110277403","33","1000","21","3","False","True","True","False","False","True"
"02d04341-7121-4cda-88cc-5e8330c41d09","MSONLINE75045","Vietnam","25.021534343022722","4","500","1","1","False","True","False","False","False","False"
"bc4c976f-5750-4850-b2b2-601d5166ed2c","SIF","Vietnam","24.970391309222578","30","100","29","2","False","False","False","False","True","True"
"ef9609b2-3c31-45e6-85f6-b94a22aac023","EE.NCU.EDU.TW","Taiwan","24.38529132227268","20","6500500","18","3","False","True","True","False","False","True"
"eb648a1e-05c0-4a0d-bb9f-c1365bec6ee3","HELICON OPLEIDINGEN","Netherlands","24.263827835398843","2","1500000","13301","3","True","False","False","True","False","True"
"b3691a19-c6ae-4c67-9ffc-910262760db0","ECOLE INTERNATIONALE DU SAVOIR FAIRE FRAN??AIS","France","24.213623298857783","18","1000013","20","2","False","True","False","False","False","True"
"8a0f697f-9511-4c0b-837d-c67beb9f8547","SOOYES","China","24.08459238031719","2","21000000","1","4","False","True","True","True","False","True"
"fa60068a-649f-4ff8-9263-95426598350d","COLLEGE","New Zealand","24.03656403473724","22","3500000","21","2","False","False","True","False","False","True"
"2152c9da-0ec4-4f89-84ff-8e07975e3682","??????????????????????????????","Korea","23.809988420402078","40","1500000","2347","2","True","False","False","False","False","True"
"d51cad1a-1cab-4bc2-aa1a-2ba7a35e6365","SELLERS FELLAS","South Africa","23.550625718523406","37","24000","32","1","False","False","False","False","False","True"
"fb97ff8c-ed15-4947-8d48-bb4a393e18e7","MSONLINE75050","Vietnam","23.48956436140361","4","500","1","1","False","True","False","False","False","False"
"f674b2bd-5219-49eb-a5cf-88834941d79e","CCH","Hong Kong SAR","23.489405857159","6","40","6","2","False","True","False","False","False","True"
"f8e656fc-3b1b-4149-943d-1b347a8d5b01","ZLCRCDAY","Hong Kong SAR","23.376907004733766","10","2010000","10","1","False","False","False","False","False","True"
"5817a76b-96ee-4f31-9322-a144bf0fe364","PETER MILLING & COMPANY","Australia","23.343776165435884","20","20","43","3","False","True","False","False","True","True"
"5be2c25f-5aa4-470b-a55d-125ff3896188","GDKCNFX","Hong Kong SAR","23.17666668756283","6","10000","6","1","False","True","False","False","False","False"
"334263a8-8154-4022-b7bc-f34172282965","NORTH SCHOOL OF XINTAI NO.1 MIDDLE SCHOOL","Hong Kong SAR","23.159590824127918","2","500000","16","1","False","True","False","False","False","False"
"552cc353-c3e3-4e56-94b2-98f4d41ba18c","MARYLAND STATE DEPARTMENT OF EDUCATION","United States","23.07920490032575","14","2050","1782","2","True","False","False","False","False","True"
"83145b2c-f932-4042-840b-2567942753a4","TR?????NG THCS XU??N T??N","Vietnam","23.015778039306497","44","3000000","98944","2","True","False","False","False","False","True"
"83827a9f-e05f-4920-8df6-b9f5faf92251","TRUNGHUY.EDU.VN","Vietnam","22.951897359117538","11","1000000","12","1","False","True","False","False","False","False"
"fd7701e8-09c7-4d7b-9e66-ea5f2a3356fa","IOFFICED","Thailand","22.852573892341752","46","4500000","26","1","False","False","False","False","False","True"
"06f442f6-ec10-45f9-898f-f24a586b12f7","TRANSFIGURATIONACADEMY.ORG","United States","22.837075159517553","9","500500","9","2","False","False","True","False","False","True"
"c72e97e3-a0f2-43aa-af43-fbed3b647d54","KNB LEARNING","Canada","22.508954446306234","42","3000000","38","2","False","True","False","False","False","True"
"71a99a5e-92e0-4eb4-bda1-2c5885026a4a","XYZ","Hong Kong SAR","22.391413001094406","1","4010000","1099","4","True","False","True","True","False","True"
"0a588f2a-a677-4980-a3f2-8fe215c12dda","THE BELL EDUCATIONAL TRUST LTD","United Kingdom","22.3847011207763","34","2760","2765","2","True","False","False","False","False","True"
"03fbecda-7bd4-471b-8bd0-e7632243f3f5","ALA","Australia","22.03826747036328","40","40","92","2","False","False","False","False","True","True"
"bd77ead8-066d-455d-a85e-af8e5a887917","DANSK OPLYSNINGS FORBUND","Denmark","21.868824902725464","16","75","20","1","False","False","False","False","False","True"
"9f57cde5-3954-460e-8043-34442aa3423d","MOSCOW SCHOOL OF MANAGEMENT SKOLKOVO","Russia","21.858370788523644","6","1505000","8","3","False","True","False","True","False","True"
"9a63dc9a-e2c3-4592-81f7-5ee61305b8be","MVIGL","Austria","21.828630721480295","6","51","9","1","False","False","False","False","False","True"
"61ca7b6e-50b4-4b34-8abf-b2bec106cd98","?????????????????????","China","21.79662399153858","4","1000","2","3","False","True","True","False","False","True"
"e6c71ed6-6801-4a4f-94d2-45e0f9f82c7a","THE FUGARD THEATRE","South Africa","21.610920949284264","6","6","21","2","False","False","False","False","True","True"
"a2d99095-1de8-4cee-bdaa-221cc837ab5a","SHANSHOU EDUCATION","Korea","21.548975299240738","37","3000000","13","1","False","False","False","False","False","True"
"1502b1c5-74d1-4389-b919-f0f81be1b5fb","KRAJOWE CENTRUM EDUKACYJNE SP. Z O.O.","Poland","21.47040261402799","37","69","42","3","False","True","True","False","False","True"
"64556ebb-6b88-450e-bf26-768569f4f38d","BAKER & TAYLOR","United States","21.407792066648653","21","920","992","3","True","False","False","False","True","True"
"078c0582-d938-46e0-949b-92d8848b7409","FENZT","Singapore","21.15553410625853","1","1000","1","1","False","True","False","False","False","False"
"250730fd-c726-40ee-9912-406721dc486a","THE UNIVERSITY OF HONG KONG","Hong Kong SAR","20.984048978874853","12","1010300","5908","2","True","False","False","False","False","True"
"a0a9ef89-a098-452a-b67f-28ae801884fe","EICT ACADEMY, IIT KANPUR","India","20.921043075373746","42","3000000","33","1","False","False","False","False","False","True"
"5ac108d8-9aec-43ea-b05e-2266ef7a0844","EUROPA-UNIVERSIT??T FLENSBURG","Germany","20.80794741824866","30","511281","9657","2","True","False","False","False","False","True"
"65dd87f2-02d0-4efa-8ede-d804b63d12aa","JYU.EDU.CN","China","20.78988065663816","42","1500000","39","0","False","False","False","False","False","False"
"f2a506d3-ef11-4f86-8c51-e5ea67ec5a67","THPT THUY HUONG","Vietnam","20.78834794982231","21","1000","20","2","False","False","True","False","False","True"
"99f43444-f578-48db-b3b5-45a340a3a916","KOSCIUSKO SCHOOL DISTRICT","United States","20.71638233399335","15","4000000","9","3","False","True","True","False","False","True"
"ca32407b-aa81-44cb-8761-72f2b5ad5a7c","???????????? OFFICE 365","China","20.588446837582524","16","600","16","2","False","False","True","False","False","True"
"92d1f26e-9f02-414f-8685-3c5329cc1a21","mails.wdps.ntpc.edu.tw","Taiwan","20.585566115511938","6","1000000","4","1","False","True","False","False","False","False"
"e95c50f9-6029-4ca5-a3fe-7eddee47e230","JUBILEEHOUSESCHOOL.ORG","United Kingdom","19.963501814664596","1","2500000","1","3","False","True","False","True","False","True"
"3b4d92a4-a725-4ada-8edd-6f419d0a1c4d","AUTOESCUELAS CONFEDERADAS SRLU","Spain","19.897607279576732","0","0","12","2","False","False","False","False","True","True"
"772bdaf9-c0c0-44a3-9370-97aa918e714e","SEAMEO CENTRE INDONESIA - KEMDIKBUD","Indonesia","19.761114116784483","2","5000000","958","3","True","False","False","True","False","True"
"8dd78b86-1584-4b93-b55a-f41ad425bf7b","FREENJUCN","Hong Kong SAR","19.705909122200865","3","1000","3","1","False","True","False","False","False","False"
"4bf3d8d4-b939-432a-bbdd-9107b57548d0","CAMBRIDGE ASSESSMENT","United Kingdom","19.61740967638798","4","1000001","4053","3","True","False","False","True","False","True"
"1c87e4b8-d05b-4d0d-8edd-515f3d643d62","ms2.phsh.tyc.edu.tw","Taiwan","19.550198119077322","18","1000000","15","1","False","True","False","False","False","False"
"4bad7eb1-c2aa-4d32-904c-4946f052bf51","SHJD","Hong Kong SAR","19.545609333900757","8","432","12","2","False","False","True","False","False","True"
"ddf4713f-4042-40f5-8b3a-f5473dbb25f2","TENANT","Czechia","19.530406680431952","39","10000000","19","1","False","False","False","False","False","True"
